ENSG	NCBI	HGNCID	chr	uniprot	symbol	name
ENSG00000057149	6317	HGNC:10569	18q21.33	P29508	SERPINB3	serpin family B member 3
ENSG00000136573	640	HGNC:1057	8p23.1	P51451	BLK	BLK proto-oncogene, Src family tyrosine kinase
ENSG00000206073	6318	HGNC:10570	18q21.33	P48594	SERPINB4	serpin family B member 4
ENSG00000099194	6319	HGNC:10571	10q24.31	O00767	SCD	stearoyl-CoA desaturase
ENSG00000136155	8796	HGNC:10573	13q22.3	O95171	SCEL	sciellin
ENSG00000171951	7857	HGNC:10575	2q36.1	P13521	SCG2	secretogranin II
ENSG00000105472	6320	HGNC:10576	19q13.33	Q9Y240	CLEC11A	C-type lectin domain containing 11A
ENSG00000104435	11075	HGNC:10577	8q21.13	Q93045	STMN2	stathmin 2
ENSG00000197299	641	HGNC:1058	15q26.1	P54132	BLM	BLM RecQ like helicase
ENSG00000047634	6322	HGNC:10580	Xp22.13	Q9UN30	SCML1	Scm polycomb group protein like 1
ENSG00000102098	10389	HGNC:10581	Xp22.13	Q9UQR0	SCML2	Scm polycomb group protein like 2
ENSG00000185313	6336	HGNC:10582	3p22.2	Q9Y5Y9	SCN10A	sodium voltage-gated channel alpha subunit 10
ENSG00000168356	11280	HGNC:10583	3p22.2	Q9UI33	SCN11A	sodium voltage-gated channel alpha subunit 11
ENSG00000144285	6323	HGNC:10585	2q24.3	P35498	SCN1A	sodium voltage-gated channel alpha subunit 1
ENSG00000105711	6324	HGNC:10586	19q13.11	Q07699	SCN1B	sodium voltage-gated channel beta subunit 1
ENSG00000136531	6326	HGNC:10588	2q24.3	Q99250	SCN2A	sodium voltage-gated channel alpha subunit 2
ENSG00000149575	6327	HGNC:10589	11q23.3	O60939	SCN2B	sodium voltage-gated channel beta subunit 2
ENSG00000108578	642	HGNC:1059	17q11.2	Q13867	BLMH	bleomycin hydrolase
ENSG00000153253	6328	HGNC:10590	2q24.3	Q9NY46	SCN3A	sodium voltage-gated channel alpha subunit 3
ENSG00000007314	6329	HGNC:10591	17q23.3	P35499	SCN4A	sodium voltage-gated channel alpha subunit 4
ENSG00000177098	6330	HGNC:10592	11q23.3	Q8IWT1	SCN4B	sodium voltage-gated channel beta subunit 4
ENSG00000183873	6331	HGNC:10593	3p22.2	Q14524	SCN5A	sodium voltage-gated channel alpha subunit 5
ENSG00000136546	6332	HGNC:10594	2q24.3	Q01118	SCN7A	sodium voltage-gated channel alpha subunit 7
ENSG00000196876	6334	HGNC:10596	12q13.13	Q9UQD0	SCN8A	sodium voltage-gated channel alpha subunit 8
ENSG00000169432	6335	HGNC:10597	2q24.3	Q15858	SCN9A	sodium voltage-gated channel alpha subunit 9
ENSG00000111319	6337	HGNC:10599	12p13	P37088	SCNN1A	sodium channel epithelial 1 alpha subunit
ENSG00000160683	643	HGNC:1060	11q23.3	P32302	CXCR5	C-X-C motif chemokine receptor 5
ENSG00000168447	6338	HGNC:10600	16p12.2-p12.1	P51168	SCNN1B	sodium channel epithelial 1 beta subunit
ENSG00000162572	6339	HGNC:10601	1p36.33	P51172	SCNN1D	sodium channel epithelial 1 delta subunit
ENSG00000166828	6340	HGNC:10602	16p12.2	P51170	SCNN1G	sodium channel epithelial 1 gamma subunit
ENSG00000133028	6341	HGNC:10603	17p13.1	O75880	SCO1	SCO1, cytochrome c oxidase assembly protein
ENSG00000130489	9997	HGNC:10604	22q13.33	O43819	SCO2	SCO2, cytochrome c oxidase assembly protein
ENSG00000116171	6342	HGNC:10606	1p32.3	P22307	SCP2	sterol carrier protein 2
ENSG00000070031	6343	HGNC:10607	11p15.5	P09683	SCT	secretin
ENSG00000080293	6344	HGNC:10608	2q14.2	P47872	SCTR	secretin receptor
ENSG00000108702	6346	HGNC:10609	17q12	P22362	CCL1	C-C motif chemokine ligand 1
ENSG00000172156	6356	HGNC:10610	17q12	P51671	CCL11	C-C motif chemokine ligand 11
ENSG00000181374	6357	HGNC:10611	17q12	Q99616	CCL13	C-C motif chemokine ligand 13
ENSG00000102970	6361	HGNC:10615	16q21	Q92583	CCL17	C-C motif chemokine ligand 17
ENSG00000172724	6363	HGNC:10617	9p13.3	Q99731	CCL19	C-C motif chemokine ligand 19
ENSG00000108691	6347	HGNC:10618	17q12	P13500	CCL2	C-C motif chemokine ligand 2
ENSG00000115009	6364	HGNC:10619	2q36.3	P78556	CCL20	C-C motif chemokine ligand 20
ENSG00000106605	644	HGNC:1062	7p13	P53004	BLVRA	biliverdin reductase A
ENSG00000137077	6366	HGNC:10620	9p13.3	O00585	CCL21	C-C motif chemokine ligand 21
ENSG00000102962	6367	HGNC:10621	16q21	O00626	CCL22	C-C motif chemokine ligand 22
ENSG00000106178	6369	HGNC:10623	7q11.23	O00175	CCL24	C-C motif chemokine ligand 24
ENSG00000131142	6370	HGNC:10624	19p13.2	O15444	CCL25	C-C motif chemokine ligand 25
ENSG00000006606	10344	HGNC:10625	7q11.23	Q9Y258	CCL26	C-C motif chemokine ligand 26
ENSG00000213927	10850	HGNC:10626	9p13.3	Q9Y4X3	CCL27	C-C motif chemokine ligand 27
ENSG00000090013	645	HGNC:1063	19q13.2	P30043	BLVRB	biliverdin reductase B
ENSG00000108688	6354	HGNC:10634	17q12	P80098	CCL7	C-C motif chemokine ligand 7
ENSG00000108700	6355	HGNC:10635	17q12	P80075	CCL8	C-C motif chemokine ligand 8
ENSG00000169245	3627	HGNC:10637	4q21.1	P02778	CXCL10	C-X-C motif chemokine ligand 10
ENSG00000169248	6373	HGNC:10638	4q21.1	O14625	CXCL11	C-X-C motif chemokine ligand 11
ENSG00000156234	10563	HGNC:10639	4q21.1	O43927	CXCL13	C-X-C motif chemokine ligand 13
ENSG00000145824	9547	HGNC:10640	5q31.1	O95715	CXCL14	C-X-C motif chemokine ligand 14
ENSG00000163735	6374	HGNC:10642	4q13.3	P42830	CXCL5	C-X-C motif chemokine ligand 5
ENSG00000124875	6372	HGNC:10643	4q13.3	P80162	CXCL6	C-X-C motif chemokine ligand 6
ENSG00000143184	6375	HGNC:10645	1q24.2	P47992	XCL1	X-C motif chemokine ligand 1
ENSG00000143185	6846	HGNC:10646	1q24.2	Q9UBD3	XCL2	X-C motif chemokine ligand 2
ENSG00000006210	6376	HGNC:10647	16q21	P78423	CX3CL1	C-X3-C motif chemokine ligand 1
ENSG00000164022	9255	HGNC:10648	4q24	Q12904	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
ENSG00000117475	8548	HGNC:1065	1q24.2	Q9H2G9	BLZF1	basic leucine zipper nuclear factor 1
ENSG00000115884	6382	HGNC:10658	2p24.1	P18827	SDC1	syndecan 1
ENSG00000169439	6383	HGNC:10659	8q22.1	P34741	SDC2	syndecan 2
ENSG00000168283	648	HGNC:1066	10p12.2	P35226	BMI1	BMI1 proto-oncogene, polycomb ring finger
ENSG00000162512	9672	HGNC:10660	1p35.2	O75056	SDC3	syndecan 3
ENSG00000124145	6385	HGNC:10661	20q13.12	P31431	SDC4	syndecan 4
ENSG00000137575	6386	HGNC:10662	8q12.1	O00560	SDCBP	syndecan binding protein
ENSG00000165525	9147	HGNC:10663	14q21.3	O60524	NEMF	nuclear export mediator factor
ENSG00000153015	10283	HGNC:10664	5q12.3	Q6UX04	CWC27	CWC27 spliceosome associated protein homolog
ENSG00000156697	10813	HGNC:10665	Xq26.1	Q9BVJ6	UTP14A	UTP14A, small subunit processome component
ENSG00000214530	10809	HGNC:10666	11q13	Q9Y365	STARD10	StAR related lipid transfer domain containing 10
ENSG00000165689	10807	HGNC:10667	9q34.3	Q96C92	ENTR1	endosome associated trafficking regulator 1
ENSG00000188747	10811	HGNC:10668	9q34.3	Q86UR1	NOXA1	NADPH oxidase activator 1
ENSG00000179981	10194	HGNC:10669	18q22.3	Q6ZSZ6	TSHZ1	teashirt zinc finger homeobox 1
ENSG00000168487	649	HGNC:1067	8p21.3	P13497	BMP1	bone morphogenetic protein 1
ENSG00000054282	10806	HGNC:10671	1q43-q44	Q86SQ7	SDCCAG8	serologically defined colon cancer antigen 8
ENSG00000107562	6387	HGNC:10672	10q11.21	P48061	CXCL12	C-X-C motif chemokine ligand 12
ENSG00000132581	6388	HGNC:10675	17q11.2	Q99470	SDF2	stromal cell derived factor 2
ENSG00000128228	23753	HGNC:10676	22q11.21	Q9HCN8	SDF2L1	stromal cell derived factor 2 like 1
ENSG00000130385	9210	HGNC:1068	Xp11.22	O95972	BMP15	bone morphogenetic protein 15
ENSG00000073578	6389	HGNC:10680	5p15.33	P31040	SDHA	succinate dehydrogenase complex flavoprotein subunit A
ENSG00000117118	6390	HGNC:10681	1p36.13	P21912	SDHB	succinate dehydrogenase complex iron sulfur subunit B
ENSG00000143252	6391	HGNC:10682	1q23.3	Q99643	SDHC	succinate dehydrogenase complex subunit C
ENSG00000204370	6392	HGNC:10683	11q23.1	O14521	SDHD	succinate dehydrogenase complex subunit D
ENSG00000125845	650	HGNC:1069	20p12.3	P12643	BMP2	bone morphogenetic protein 2
ENSG00000168497	8436	HGNC:10690	2q32.3	O95810	CAVIN2	caveolae associated protein 2
ENSG00000135094	10993	HGNC:10691	12q24.13	P20132	SDS	serine dehydratase
ENSG00000070367	10640	HGNC:10696	14q22.3	O00471	EXOC5	exocyst complex component 5
ENSG00000157020	6396	HGNC:10697	3p25.3	P55735	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
ENSG00000129657	6397	HGNC:10698	17q25.2-q25.3	Q92503	SEC14L1	SEC14 like lipid binding 1
ENSG00000100003	23541	HGNC:10699	22q12.2	O76054	SEC14L2	SEC14 like lipid binding 2
ENSG00000152785	651	HGNC:1070	4q21.21	P12645	BMP3	bone morphogenetic protein 3
ENSG00000100934	10484	HGNC:10701	14q21.1	Q15436	SEC23A	Sec23 homolog A, coat complex II component
ENSG00000101310	10483	HGNC:10702	20p11.23	Q15437	SEC23B	Sec23 homolog B, coat complex II component
ENSG00000113615	10802	HGNC:10703	5q31.1	O95486	SEC24A	SEC24 homolog A, COPII coat complex component
ENSG00000138802	10427	HGNC:10704	4q25	O95487	SEC24B	SEC24 homolog B, COPII coat complex component
ENSG00000150961	9871	HGNC:10706	4q26	O94855	SEC24D	SEC24 homolog D, COPII coat complex component
ENSG00000141574	6398	HGNC:10707	17q25	Q8WVN6	SECTM1	secreted and transmembrane 1
ENSG00000125378	652	HGNC:1071	14q22.2	P12644	BMP4	bone morphogenetic protein 4
ENSG00000256060	10597	HGNC:10710	19q13.43	P0DI82	TRAPPC2B	trafficking protein particle complex 2B
ENSG00000071537	6400	HGNC:10717	14q31	Q9UBV2	SEL1L	SEL1L, ERAD E3 ligase adaptor subunit
ENSG00000007908	6401	HGNC:10718	1q24.2	P16581	SELE	selectin E
ENSG00000143416	8991	HGNC:10719	1q21.3	Q13228	SELENBP1	selenium binding protein 1
ENSG00000112175	653	HGNC:1072	6p12.1	P22003	BMP5	bone morphogenetic protein 5
ENSG00000188404	6402	HGNC:10720	1q24.2	P14151	SELL	selectin L
ENSG00000174175	6403	HGNC:10721	1q24.2	P16109	SELP	selectin P
ENSG00000110876	6404	HGNC:10722	12q24.11	Q14242	SELPLG	selectin P ligand
ENSG00000075213	10371	HGNC:10723	7q21.11	Q14563	SEMA3A	semaphorin 3A
ENSG00000012171	7869	HGNC:10724	3p21.31	Q13214	SEMA3B	semaphorin 3B
ENSG00000075223	10512	HGNC:10725	7q21.11	Q99985	SEMA3C	semaphorin 3C
ENSG00000153993	223117	HGNC:10726	7q21.11	O95025	SEMA3D	semaphorin 3D
ENSG00000170381	9723	HGNC:10727	7q21.11	O15041	SEMA3E	semaphorin 3E
ENSG00000001617	6405	HGNC:10728	3p21.31	Q13275	SEMA3F	semaphorin 3F
ENSG00000196189	64218	HGNC:10729	1q22	Q9H3S1	SEMA4A	semaphorin 4A
ENSG00000153162	654	HGNC:1073	6p24.3	P22004	BMP6	bone morphogenetic protein 6
ENSG00000185033	10509	HGNC:10730	15q25	Q9NPR2	SEMA4B	semaphorin 4B
ENSG00000168758	54910	HGNC:10731	2q11.2	Q9C0C4	SEMA4C	semaphorin 4C
ENSG00000187764	10507	HGNC:10732	9q22.2	Q92854	SEMA4D	semaphorin 4D
ENSG00000135622	10505	HGNC:10734	2p13.1	O95754	SEMA4F	ssemaphorin 4F
ENSG00000095539	57715	HGNC:10735	10q24.31	Q9NTN9	SEMA4G	semaphorin 4G
ENSG00000112902	9037	HGNC:10736	5p15.31	Q13591	SEMA5A	semaphorin 5A
ENSG00000082684	54437	HGNC:10737	3q21.1	Q9P283	SEMA5B	semaphorin 5B
ENSG00000092421	57556	HGNC:10738	5q23.1	Q9H2E6	SEMA6A	semaphorin 6A
ENSG00000167680	10501	HGNC:10739	19p13.3	Q9H3T3	SEMA6B	semaphorin 6B
ENSG00000101144	655	HGNC:1074	20q13.31	P18075	BMP7	bone morphogenetic protein 7
ENSG00000143434	10500	HGNC:10740	1q21.3	Q9H3T2	SEMA6C	semaphorin 6C
ENSG00000138623	8482	HGNC:10741	15q24.1	O75326	SEMA7A	semaphorin 7A (John Milton Hagen blood group)
ENSG00000124233	6406	HGNC:10742	20q13.12	P04279	SEMG1	semenogelin 1
ENSG00000124157	6407	HGNC:10743	20q13.12	Q02383	SEMG2	semenogelin 2
ENSG00000116985	656	HGNC:1075	1p34.2	P34820	BMP8B	bone morphogenetic protein 8b
ENSG00000100167	55964	HGNC:10750	22q13.2	Q9UH03	SEPT3	septin 3
ENSG00000250722	6414	HGNC:10751	5p12	P49908	SELENOP	selenoprotein P
ENSG00000178980	6415	HGNC:10752	19q13.33	P63302	SELENOW	selenoprotein W
ENSG00000172058	8293	HGNC:10755	5q13.2	O75920	SERF1A	small EDRK-rich factor 1A
ENSG00000205572	8293	HGNC:10756	5q13.2	O75920	SERF1B	small EDRK-rich factor 1B
ENSG00000205572	728492	HGNC:10756	5q13.2	O75920	SERF1B	small EDRK-rich factor 1B
ENSG00000140264	10169	HGNC:10757	15q15.3	P84101	SERF2	small EDRK-rich factor 2
ENSG00000120742	27230	HGNC:10759	3q25.1	Q9Y6X1	SERP1	stress associated endoplasmic reticulum protein 1
ENSG00000107779	657	HGNC:1076	10q23.2	P36894	BMPR1A	bone morphogenetic protein receptor type 1A
ENSG00000119335	6418	HGNC:10760	9q34.11	Q01105	SET	SET nuclear proto-oncogene
ENSG00000143379	9869	HGNC:10761	1q21.3	Q15047	SETDB1	SET domain bifurcated 1
ENSG00000170364	6419	HGNC:10762	3p26.1	Q53H47	SETMAR	SET domain and mariner transposase fusion gene
ENSG00000100095	23544	HGNC:10763	22q12.1	Q9BYH1	SEZ6L	seizure related 6 homolog like
ENSG00000099995	10291	HGNC:10765	22q12.2	Q15459	SF3A1	splicing factor 3a subunit 1
ENSG00000104897	8175	HGNC:10766	19p13.3	Q15428	SF3A2	splicing factor 3a subunit 2
ENSG00000183431	10946	HGNC:10767	1p34.3	Q12874	SF3A3	splicing factor 3a subunit 3
ENSG00000115524	23451	HGNC:10768	2q33.1	O75533	SF3B1	splicing factor 3b subunit 1
ENSG00000087365	10992	HGNC:10769	11q13.1	Q13435	SF3B2	splicing factor 3b subunit 2
ENSG00000138696	658	HGNC:1077	4q22.3	O00238	BMPR1B	bone morphogenetic protein receptor type 1B
ENSG00000189091	23450	HGNC:10770	16q22.1	Q15393	SF3B3	splicing factor 3b subunit 3
ENSG00000143368	10262	HGNC:10771	1q21.2	Q15427	SF3B4	splicing factor 3b subunit 4
ENSG00000175793	2810	HGNC:10773	1p36.11	P31947	SFN	stratifin
ENSG00000116560	6421	HGNC:10774	1p34.3	P23246	SFPQ	splicing factor proline and glutamine rich
ENSG00000104332	6422	HGNC:10776	8p11.21	Q8N474	SFRP1	secreted frizzled related protein 1
ENSG00000145423	6423	HGNC:10777	4q31.3	Q96HF1	SFRP2	secreted frizzled related protein 2
ENSG00000106483	6424	HGNC:10778	7p14.1	Q6FHJ7	SFRP4	secreted frizzled related protein 4
ENSG00000120057	6425	HGNC:10779	10q24.2	Q5T4F7	SFRP5	secreted frizzled related protein 5
ENSG00000204217	659	HGNC:1078	2q33.1-q33.2	Q13873	BMPR2	bone morphogenetic protein receptor type 2
ENSG00000136450	6426	HGNC:10780	17q22	Q07955	SRSF1	serine and arginine rich splicing factor 1
ENSG00000136527	6434	HGNC:10781	3q27.2	P62995	TRA2B	transformer 2 beta homolog
ENSG00000116754	9295	HGNC:10782	1p31.1	Q05519	SRSF11	serine and arginine rich splicing factor 11
ENSG00000161547	6427	HGNC:10783	17q25.2	Q01130	SRSF2	serine and arginine rich splicing factor 2
ENSG00000139218	9169	HGNC:10784	12q12	Q99590	SCAF11	SR-related CTD associated factor 11
ENSG00000112081	6428	HGNC:10785	6p21.31-p21.2	P84103	SRSF3	serine and arginine rich splicing factor 3
ENSG00000116350	6429	HGNC:10786	1p35.3	Q08170	SRSF4	serine and arginine rich splicing factor 4
ENSG00000100650	6430	HGNC:10787	14q24	Q13243	SRSF5	serine and arginine rich splicing factor 5
ENSG00000124193	6431	HGNC:10788	20q13.11	Q13247	SRSF6	serine and arginine rich splicing factor 6
ENSG00000115875	6432	HGNC:10789	2p22.1	Q16629	SRSF7	serine and arginine rich splicing factor 7
ENSG00000102010	660	HGNC:1079	Xp22.2	P51813	BMX	BMX non-receptor tyrosine kinase
ENSG00000061936	6433	HGNC:10790	12q24.33	Q12872	SFSWAP	splicing factor SWAP
ENSG00000111786	8683	HGNC:10791	12q24.31	Q13242	SRSF9	serine and arginine rich splicing factor 9
ENSG00000122852	653509	HGNC:10798	10q22.3	Q8IWL2	SFTPA1	surfactant protein A1
ENSG00000185303	729238	HGNC:10799	10q22.3	Q8IWL1	SFTPA2	surfactant protein A2
ENSG00000087085	43	HGNC:108	7q22.1	P22303	ACHE	acetylcholinesterase (Cartwright blood group)
ENSG00000168495	661	HGNC:1080	8p21.3	P05423	POLR3D	RNA polymerase III subunit D
ENSG00000168878	6439	HGNC:10801	2p11.2	P07988	SFTPB	surfactant protein B
ENSG00000168484	6440	HGNC:10802	8p21.3	P11686	SFTPC	surfactant protein C
ENSG00000133661	6441	HGNC:10803	10q22.3	P35247	SFTPD	surfactant protein D
ENSG00000108823	6442	HGNC:10805	17q21.33	Q16586	SGCA	sarcoglycan alpha
ENSG00000163069	6443	HGNC:10806	4q12	Q16585	SGCB	sarcoglycan beta
ENSG00000170624	6444	HGNC:10807	5q33.2-q33.3	Q92629	SGCD	sarcoglycan delta
ENSG00000127990	8910	HGNC:10808	7q21.3	O43556	SGCE	sarcoglycan epsilon
ENSG00000102683	6445	HGNC:10809	13q12.12	Q13326	SGCG	sarcoglycan gamma
ENSG00000169594	646	HGNC:1081	15q25.2	Q01954	BNC1	basonuclin 1
ENSG00000118515	6446	HGNC:10810	6q23.2	O00141	SGK1	serum/glucocorticoid regulated kinase 1
ENSG00000104205	100533105	HGNC:10812	8q13.1	Q96BR1	SGK3	serum/glucocorticoid regulated kinase family member 3
ENSG00000104205	23678	HGNC:10812	8q13.1	Q96BR1	SGK3	serum/glucocorticoid regulated kinase family member 3
ENSG00000166922	6447	HGNC:10816	15q13.3	P05408	SCG5	secretogranin V
ENSG00000166224	8879	HGNC:10817	10q22.1	O95470	SGPL1	sphingosine-1-phosphate lyase 1
ENSG00000181523	6448	HGNC:10818	17q25.3	P51688	SGSH	N-sulfoglucosamine sulfohydrolase
ENSG00000104969	6449	HGNC:10819	19p13	O43765	SGTA	small glutamine rich tetratricopeptide repeat containing alpha
ENSG00000113734	662	HGNC:1082	5q35.1	Q12981	BNIP1	BCL2 interacting protein 1
ENSG00000183918	4068	HGNC:10820	Xq25	O60880	SH2D1A	SH2 domain containing 1A
ENSG00000027869	9047	HGNC:10821	1q23.1	Q9NP31	SH2D2A	SH2 domain containing 2A
ENSG00000185437	6450	HGNC:10822	21q22.2	P55822	SH3BGR	SH3 domain binding glutamate rich protein
ENSG00000131171	6451	HGNC:10823	Xq21.1	O75368	SH3BGRL	SH3 domain binding glutamate rich protein like
ENSG00000100092	23616	HGNC:10824	22q13.1	Q9Y3L3	SH3BP1	SH3 domain binding protein 1
ENSG00000087266	6452	HGNC:10825	4p16.3	P78314	SH3BP2	SH3 domain binding protein 2
ENSG00000130147	23677	HGNC:10826	2q37.2	Q9P0V3	SH3BP4	SH3 domain binding protein 4
ENSG00000131370	9467	HGNC:10827	3p25.1	O60239	SH3BP5	SH3 domain binding protein 5
ENSG00000140299	663	HGNC:1083	15q22.2	Q12982	BNIP2	BCL2 interacting protein 2
ENSG00000141985	6455	HGNC:10830	19p13.3	Q99961	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2
ENSG00000107295	6456	HGNC:10831	9p22.2	Q99962	SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1
ENSG00000140600	6457	HGNC:10832	15q25.2	Q99963	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
ENSG00000097033	51100	HGNC:10833	1p22.3	Q9Y371	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1
ENSG00000148341	56904	HGNC:10834	9q34.11	Q9NR46	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2
ENSG00000107338	6461	HGNC:10838	9p13.1	Q15464	SHB	SH2 domain containing adaptor protein B
ENSG00000129214	6462	HGNC:10839	17p13.1	P04278	SHBG	sex hormone binding globulin
ENSG00000176171	664	HGNC:1084	10q26.3	Q12983	BNIP3	BCL2 interacting protein 3
ENSG00000160691	6464	HGNC:10840	1q21.3	P29353	SHC1	SHC adaptor protein 1
ENSG00000127922	7979	HGNC:10845	7q21.3	P60896|Q6ZVN7	SEM1	SEM1, 26S proteasome complex subunit
ENSG00000107829	6468	HGNC:10847	10q24.32	P57775	FBXW4	F-box and WD repeat domain containing 4
ENSG00000164690	6469	HGNC:10848	7q36.3	Q15465	SHH	sonic hedgehog
ENSG00000104765	665	HGNC:1085	8p21.2	O60238	BNIP3L	BCL2 interacting protein 3 like
ENSG00000176974	6470	HGNC:10850	17p11.2	P34896	SHMT1	serine hydroxymethyltransferase 1
ENSG00000182199	6472	HGNC:10852	12q12-q14	P34897	SHMT2	serine hydroxymethyltransferase 2
ENSG00000185960	6473	HGNC:10853	Xp22.33 and Yp11.32	O15266	SHOX	short stature homeobox
ENSG00000168779	6474	HGNC:10854	3q25.32	O60902	SHOX2	short stature homeobox 2
ENSG00000090402	6476	HGNC:10856	3q26.1	P14410	SI	sucrase-isomaltase
ENSG00000196470	6477	HGNC:10857	16q12.1	Q8IUQ4	SIAH1	siah E3 ubiquitin protein ligase 1
ENSG00000181788	6478	HGNC:10858	3q25.1	O43255	SIAH2	siah E3 ubiquitin protein ligase 2
ENSG00000073849	6480	HGNC:10860	3q27.3	P15907	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
ENSG00000144057	84620	HGNC:10861	2q12.3	Q96JF0	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2
ENSG00000008513	6482	HGNC:10862	8q24.22	Q11201	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
ENSG00000157350	6483	HGNC:10863	16q22.1	Q16842	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
ENSG00000110080	6484	HGNC:10864	11q24.2	Q11206	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
ENSG00000126091	6487	HGNC:10866	1p34.1	Q11203	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
ENSG00000070731	10610	HGNC:10867	17q25.1	Q9UJ37	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
ENSG00000111728	6489	HGNC:10869	12p12.1	Q92185	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
ENSG00000176720	666	HGNC:1087	2q37.3	Q9UMX3	BOK	BCL2 family apoptosis regulator BOK
ENSG00000140557	8128	HGNC:10870	15q26.1	Q92186	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
ENSG00000113532	7903	HGNC:10871	5q21.1	Q92187	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
ENSG00000115525	8869	HGNC:10872	2p11.2	Q9UNP4	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ENSG00000105501	8778	HGNC:10874	19q13.41	O15389	SIGLEC5	sialic acid binding Ig like lectin 5
ENSG00000105492	946	HGNC:10875	19q13.41	O43699	SIGLEC6	sialic acid binding Ig like lectin 6
ENSG00000168995	27036	HGNC:10876	19q13.41	Q9Y286	SIGLEC7	sialic acid binding Ig like lectin 7
ENSG00000105366	27181	HGNC:10877	19q13.33-q13.41	Q9NYZ4	SIGLEC8	sialic acid binding Ig like lectin 8
ENSG00000129450	27180	HGNC:10878	19q13.3-q13.4	Q9Y336	SIGLEC9	sialic acid binding Ig like lectin 9
ENSG00000123473	6491	HGNC:10879	1p33	Q15468	STIL	STIL, centriolar assembly protein
ENSG00000185664	6490	HGNC:10880	12q13.2	P40967	PMEL	premelanosome protein
ENSG00000112246	6492	HGNC:10882	6q16.3	P81133	SIM1	SIM bHLH transcription factor 1
ENSG00000159263	6493	HGNC:10883	21q22.13	Q14190	SIM2	SIM bHLH transcription factor 2
ENSG00000092208	8487	HGNC:10884	14q21.1	O14893	GEMIN2	gem nuclear organelle associated protein 2
ENSG00000213445	6494	HGNC:10885	11q13.1	Q96FS4	SIPA1	signal-induced proliferation-associated 1
ENSG00000068903	22933	HGNC:10886	19q13.2	Q8IXJ6	SIRT2	sirtuin 2
ENSG00000126778	6495	HGNC:10887	14q23.1	Q15475	SIX1	SIX homeobox 1
ENSG00000170577	10736	HGNC:10888	2p21	Q9NPC8	SIX2	SIX homeobox 2
ENSG00000138083	6496	HGNC:10889	2p21	O95343	SIX3	SIX homeobox 3
ENSG00000100625	51804	HGNC:10890	14q23.1	Q9UIU6	SIX4	SIX homeobox 4
ENSG00000177045	147912	HGNC:10891	19q13.32	Q8N196	SIX5	SIX homeobox 5
ENSG00000184302	4990	HGNC:10892	14q23.1	O95475	SIX6	SIX homeobox 6
ENSG00000100462	10419	HGNC:10894	14q11.2	O14744	PRMT5	protein arginine methyltransferase 5
ENSG00000119541	9525	HGNC:10895	18q21.33	O75351	VPS4B	vacuolar protein sorting 4 homolog B
ENSG00000157933	6497	HGNC:10896	1p36.33-p36.32	P12755	SKI	SKI proto-oncogene
ENSG00000136603	6498	HGNC:10897	3q26.2	P12757	SKIL	SKI like proto-oncogene
ENSG00000204351	6499	HGNC:10898	6p21.33	Q15477	SKIV2L	Ski2 like RNA helicase
ENSG00000113558	6500	HGNC:10899	5q31.1	P63208	SKP1	S-phase kinase associated protein 1
